variant,normal_score,flipped_score,antisym_score,symmetric_order_score,backbone,pair_index,dataset_index
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,107,
attention_with_norm,2.102694034576416,0.6807116866111755,0.7109911739826202,1.3917028605937958,Ouro 2.6B Thinking,108,
attention_without_norm,2.422529935836792,0.8981460928916931,0.7621919214725494,1.6603380143642426,Ouro 2.6B Thinking,108,
mean_with_norm,1.6888248920440674,1.1182914972305298,0.2852666974067688,1.4035581946372986,Ouro 2.6B Thinking,108,
mean_without_norm,2.072319746017456,1.420305609703064,0.32600706815719604,1.74631267786026,Ouro 2.6B Thinking,108,
attention_with_norm,0.8877609968185425,1.2051162719726562,-0.15867763757705688,1.0464386343955994,Ouro 2.6B Thinking,109,
attention_without_norm,1.3284261226654053,1.7997665405273438,-0.23567020893096924,1.5640963315963745,Ouro 2.6B Thinking,109,
mean_with_norm,0.8405921459197998,1.3267266750335693,-0.24306726455688477,1.0836594104766846,Ouro 2.6B Thinking,109,
mean_without_norm,1.2038637399673462,1.7225826978683472,-0.2593594789505005,1.4632232189178467,Ouro 2.6B Thinking,109,
attention_with_norm,1.9320006370544434,1.5127997398376465,0.20960044860839844,1.722400188446045,Ouro 2.6B Thinking,110,
attention_without_norm,2.394857168197632,1.7120766639709473,0.3413902521133423,2.0534669160842896,Ouro 2.6B Thinking,110,
mean_with_norm,2.1134603023529053,1.2423956394195557,0.4355323314666748,1.6779279708862305,Ouro 2.6B Thinking,110,
mean_without_norm,2.458202838897705,1.4787490367889404,0.4897269010543823,1.9684759378433228,Ouro 2.6B Thinking,110,
attention_with_norm,0.4035598039627075,2.0554006099700928,-0.8259204030036926,1.2294802069664001,Ouro 2.6B Thinking,111,
attention_without_norm,1.3119767904281616,2.336789608001709,-0.5124064087867737,1.8243831992149353,Ouro 2.6B Thinking,111,
mean_with_norm,-0.007424524985253811,2.1729507446289062,-1.09018763480708,1.0827631098218262,Ouro 2.6B Thinking,111,
mean_without_norm,1.1963708400726318,2.3405566215515137,-0.5720928907394409,1.7684637308120728,Ouro 2.6B Thinking,111,
attention_with_norm,1.764524221420288,0.9920207858085632,0.3862517178058624,1.3782725036144257,Ouro 2.6B Thinking,112,
attention_without_norm,1.9949719905853271,1.3516818284988403,0.3216450810432434,1.6733269095420837,Ouro 2.6B Thinking,112,
mean_with_norm,1.5007532835006714,0.933041512966156,0.2838558852672577,1.2168973982334137,Ouro 2.6B Thinking,112,
mean_without_norm,1.7573102712631226,1.2126116752624512,0.2723492980003357,1.4849609732627869,Ouro 2.6B Thinking,112,
attention_with_norm,0.5979071259498596,1.1607160568237305,-0.2814044654369354,0.879311591386795,Ouro 2.6B Thinking,113,
attention_without_norm,1.1672208309173584,1.6378145217895508,-0.2352968454360962,1.4025176763534546,Ouro 2.6B Thinking,113,
mean_with_norm,1.5555802583694458,0.24588115513324738,0.6548495516180992,0.9007307067513466,Ouro 2.6B Thinking,113,
mean_without_norm,1.8603178262710571,0.7289697527885437,0.5656740367412567,1.2946437895298004,Ouro 2.6B Thinking,113,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,114,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,114,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,114,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,114,
attention_with_norm,2.1732242107391357,0.6095689535140991,0.7818276286125183,1.3913965821266174,Ouro 2.6B Thinking,115,
attention_without_norm,2.3975348472595215,1.566910743713379,0.4153120517730713,1.9822227954864502,Ouro 2.6B Thinking,115,
mean_with_norm,1.9346671104431152,0.7447276711463928,0.5949697196483612,1.339697390794754,Ouro 2.6B Thinking,115,
mean_without_norm,2.384486436843872,1.4992284774780273,0.44262897968292236,1.9418574571609497,Ouro 2.6B Thinking,115,
attention_with_norm,1.9329185485839844,0.8012259602546692,0.5658462941646576,1.3670722544193268,Ouro 2.6B Thinking,116,
attention_without_norm,2.2497291564941406,1.1860547065734863,0.5318372249603271,1.7178919315338135,Ouro 2.6B Thinking,116,
mean_with_norm,0.6397802829742432,1.4201393127441406,-0.39017951488494873,1.029959797859192,Ouro 2.6B Thinking,116,
mean_without_norm,1.0460610389709473,1.713202953338623,-0.3335709571838379,1.3796319961547852,Ouro 2.6B Thinking,116,
attention_with_norm,2.7955594062805176,-0.02756531536579132,1.4115623608231544,1.3839970454573631,Ouro 2.6B Thinking,117,
attention_without_norm,3.1095731258392334,0.8427183032035828,1.1334274113178253,1.976145714521408,Ouro 2.6B Thinking,117,
mean_with_norm,2.558218002319336,-0.018301986157894135,1.288259994238615,1.269958008080721,Ouro 2.6B Thinking,117,
mean_without_norm,2.9557788372039795,0.8289884924888611,1.0633951723575592,1.8923836648464203,Ouro 2.6B Thinking,117,
attention_with_norm,-0.39779889583587646,2.058441400527954,-1.2281201481819153,0.8303212523460388,Ouro 2.6B Thinking,118,
attention_without_norm,1.1905864477157593,2.3178389072418213,-0.563626229763031,1.7542126774787903,Ouro 2.6B Thinking,118,
mean_with_norm,0.07862681895494461,1.9433231353759766,-0.932348158210516,1.0109749771654606,Ouro 2.6B Thinking,118,
mean_without_norm,1.0691289901733398,2.387063503265381,-0.6589672565460205,1.7280962467193604,Ouro 2.6B Thinking,118,
attention_with_norm,-0.1786789745092392,2.661997079849243,-1.4203380271792412,1.241659052670002,Ouro 2.6B Thinking,119,
attention_without_norm,0.11302996426820755,2.9205482006073,-1.4037591181695461,1.5167890824377537,Ouro 2.6B Thinking,119,
mean_with_norm,-0.32364577054977417,2.1415693759918213,-1.2326075732707977,0.9089618027210236,Ouro 2.6B Thinking,119,
mean_without_norm,0.07568895071744919,2.4123785495758057,-1.1683447994291782,1.2440337501466274,Ouro 2.6B Thinking,119,
attention_with_norm,1.0318819284439087,1.7893409729003906,-0.37872952222824097,1.4106114506721497,Ouro 2.6B Thinking,120,
attention_without_norm,1.3845806121826172,2.2089972496032715,-0.41220831871032715,1.7967889308929443,Ouro 2.6B Thinking,120,
mean_with_norm,1.3538011312484741,1.3209831714630127,0.016408979892730713,1.3373921513557434,Ouro 2.6B Thinking,120,
mean_without_norm,1.7061233520507812,1.815500259399414,-0.054688453674316406,1.7608118057250977,Ouro 2.6B Thinking,120,
attention_with_norm,1.7898164987564087,0.833750307559967,0.4780330955982208,1.3117834031581879,Ouro 2.6B Thinking,121,
attention_without_norm,1.918043851852417,1.231848120689392,0.34309786558151245,1.5749459862709045,Ouro 2.6B Thinking,121,
mean_with_norm,1.991903305053711,0.348291277885437,0.821806013584137,1.170097291469574,Ouro 2.6B Thinking,121,
mean_without_norm,2.1906421184539795,0.836571991443634,0.6770350635051727,1.5136070549488068,Ouro 2.6B Thinking,121,
attention_with_norm,2.6472134590148926,0.52432781457901,1.0614428222179413,1.5857706367969513,Ouro 2.6B Thinking,122,
attention_without_norm,2.9108121395111084,1.007072925567627,0.9518696069717407,1.9589425325393677,Ouro 2.6B Thinking,122,
mean_with_norm,1.7682265043258667,0.8217739462852478,0.47322627902030945,1.2950002253055573,Ouro 2.6B Thinking,122,
mean_without_norm,2.072082281112671,1.2060853242874146,0.4329984784126282,1.6390838027000427,Ouro 2.6B Thinking,122,
attention_with_norm,1.5644762516021729,0.4472655653953552,0.5586053431034088,1.005870908498764,Ouro 2.6B Thinking,123,
attention_without_norm,1.9656164646148682,0.9555992484092712,0.5050086081027985,1.4606078565120697,Ouro 2.6B Thinking,123,
mean_with_norm,1.3713796138763428,0.35986635088920593,0.5057566314935684,0.8656229823827744,Ouro 2.6B Thinking,123,
mean_without_norm,1.7365739345550537,0.8501715660095215,0.4432011842727661,1.2933727502822876,Ouro 2.6B Thinking,123,
attention_with_norm,1.7418231964111328,0.7736141085624695,0.48410454392433167,1.2577186524868011,Ouro 2.6B Thinking,124,
attention_without_norm,2.1532843112945557,1.145176887512207,0.5040537118911743,1.6492305994033813,Ouro 2.6B Thinking,124,
mean_with_norm,1.6460298299789429,0.5762061476707458,0.5349118411540985,1.1111179888248444,Ouro 2.6B Thinking,124,
mean_without_norm,2.0423150062561035,0.9103848934173584,0.5659650564193726,1.476349949836731,Ouro 2.6B Thinking,124,
attention_with_norm,1.4151166677474976,1.7422001361846924,-0.1635417342185974,1.578658401966095,Ouro 2.6B Thinking,125,
attention_without_norm,1.8810856342315674,2.1451573371887207,-0.13203585147857666,2.013121485710144,Ouro 2.6B Thinking,125,
mean_with_norm,0.8696271777153015,1.160597801208496,-0.1454853117465973,1.0151124894618988,Ouro 2.6B Thinking,125,
mean_without_norm,1.3270835876464844,1.6598886251449585,-0.16640251874923706,1.4934861063957214,Ouro 2.6B Thinking,125,
attention_with_norm,2.538444757461548,0.24888895452022552,1.1447779014706612,1.3936668559908867,Ouro 2.6B Thinking,126,
attention_without_norm,2.6741726398468018,0.7033717036247253,0.9854004681110382,1.6887721717357635,Ouro 2.6B Thinking,126,
mean_with_norm,2.204068899154663,0.41851019859313965,0.8927793502807617,1.3112895488739014,Ouro 2.6B Thinking,126,
mean_without_norm,2.3304355144500732,0.6418957114219666,0.8442699015140533,1.48616561293602,Ouro 2.6B Thinking,126,
attention_with_norm,1.014535665512085,1.358447551727295,-0.17195594310760498,1.18649160861969,Ouro 2.6B Thinking,127,
attention_without_norm,1.718198537826538,1.9489988088607788,-0.11540013551712036,1.8335986733436584,Ouro 2.6B Thinking,127,
mean_with_norm,1.595750093460083,0.059766627848148346,0.7679917328059673,0.8277583606541157,Ouro 2.6B Thinking,127,
mean_without_norm,2.013078212738037,1.0431792736053467,0.4849494695663452,1.528128743171692,Ouro 2.6B Thinking,127,
attention_with_norm,0.5493812561035156,1.9511830806732178,-0.7009009122848511,1.2502821683883667,Ouro 2.6B Thinking,128,
attention_without_norm,1.287013053894043,2.3865931034088135,-0.5497900247573853,1.8368030786514282,Ouro 2.6B Thinking,128,
mean_with_norm,0.8955373764038086,1.4302911758422852,-0.2673768997192383,1.1629142761230469,Ouro 2.6B Thinking,128,
mean_without_norm,1.5579440593719482,1.944891095161438,-0.19347351789474487,1.7514175772666931,Ouro 2.6B Thinking,128,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,129,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,129,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,129,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,129,
attention_with_norm,2.5767641067504883,-0.10813852399587631,1.3424513153731823,1.234312791377306,Ouro 2.6B Thinking,130,
attention_without_norm,2.7558577060699463,0.9119330644607544,0.921962320804596,1.8338953852653503,Ouro 2.6B Thinking,130,
mean_with_norm,1.94371497631073,0.5157483220100403,0.7139833271503448,1.2297316491603851,Ouro 2.6B Thinking,130,
mean_without_norm,2.188528537750244,1.4475616216659546,0.3704834580421448,1.8180450797080994,Ouro 2.6B Thinking,130,
attention_with_norm,0.8986479640007019,1.3044824600219727,-0.20291724801063538,1.1015652120113373,Ouro 2.6B Thinking,131,
attention_without_norm,1.755094051361084,1.8065555095672607,-0.02573072910308838,1.7808247804641724,Ouro 2.6B Thinking,131,
mean_with_norm,0.9465563297271729,1.0871078968048096,-0.07027578353881836,1.0168321132659912,Ouro 2.6B Thinking,131,
mean_without_norm,1.7307984828948975,1.8250839710235596,-0.047142744064331055,1.7779412269592285,Ouro 2.6B Thinking,131,
attention_with_norm,1.8761568069458008,0.8678042888641357,0.5041762590408325,1.3719805479049683,Ouro 2.6B Thinking,132,
attention_without_norm,2.3127281665802,1.2332160472869873,0.5397560596466064,1.7729721069335938,Ouro 2.6B Thinking,132,
mean_with_norm,1.6677418947219849,0.321030855178833,0.6733555197715759,0.9943863749504089,Ouro 2.6B Thinking,132,
mean_without_norm,2.0402703285217285,0.7461181282997131,0.6470761001110077,1.3931942284107208,Ouro 2.6B Thinking,132,
attention_with_norm,2.0162124633789062,0.7487128376960754,0.6337498128414154,1.3824626505374908,Ouro 2.6B Thinking,133,
attention_without_norm,2.274766683578491,1.1444597244262695,0.5651534795761108,1.7096132040023804,Ouro 2.6B Thinking,133,
mean_with_norm,1.9881476163864136,0.38423413038253784,0.8019567430019379,1.1861908733844757,Ouro 2.6B Thinking,133,
mean_without_norm,2.2415659427642822,0.7192315459251404,0.7611671984195709,1.4803987443447113,Ouro 2.6B Thinking,133,
attention_with_norm,2.1528847217559814,0.3038437068462372,0.9245205074548721,1.2283642143011093,Ouro 2.6B Thinking,134,
attention_without_norm,2.3617594242095947,1.5034377574920654,0.42916083335876465,1.93259859085083,Ouro 2.6B Thinking,134,
mean_with_norm,1.8730504512786865,0.3154521584510803,0.7787991464138031,1.0942513048648834,Ouro 2.6B Thinking,134,
mean_without_norm,2.2052905559539795,1.1886628866195679,0.5083138346672058,1.6969767212867737,Ouro 2.6B Thinking,134,
attention_with_norm,1.653918981552124,0.770771324634552,0.441573828458786,1.212345153093338,Ouro 2.6B Thinking,135,
attention_without_norm,2.238133668899536,1.4789897203445435,0.37957197427749634,1.8585616946220398,Ouro 2.6B Thinking,135,
mean_with_norm,1.278104305267334,1.0870100259780884,0.0955471396446228,1.1825571656227112,Ouro 2.6B Thinking,135,
mean_without_norm,2.1056947708129883,1.6800341606140137,0.2128303050994873,1.892864465713501,Ouro 2.6B Thinking,135,
attention_with_norm,1.1833398342132568,1.1793829202651978,0.001978456974029541,1.1813613772392273,Ouro 2.6B Thinking,136,
attention_without_norm,1.8389859199523926,1.7678589820861816,0.03556346893310547,1.803422451019287,Ouro 2.6B Thinking,136,
mean_with_norm,0.43532463908195496,1.576029896736145,-0.570352628827095,1.00567726790905,Ouro 2.6B Thinking,136,
mean_without_norm,1.4247736930847168,2.0622005462646484,-0.3187134265899658,1.7434871196746826,Ouro 2.6B Thinking,136,
attention_with_norm,2.9229085445404053,0.12880530953407288,1.3970516175031662,1.525856927037239,Ouro 2.6B Thinking,137,
attention_without_norm,2.319209098815918,1.5133557319641113,0.4029266834259033,1.9162824153900146,Ouro 2.6B Thinking,137,
mean_with_norm,2.369112968444824,0.4135191738605499,0.9777968972921371,1.391316071152687,Ouro 2.6B Thinking,137,
mean_without_norm,2.4080843925476074,1.4564731121063232,0.4758056402206421,1.9322787523269653,Ouro 2.6B Thinking,137,
attention_with_norm,0.45233485102653503,1.9170784950256348,-0.7323718219995499,1.184706673026085,Ouro 2.6B Thinking,138,
attention_without_norm,1.384462833404541,2.3439178466796875,-0.47972750663757324,1.8641903400421143,Ouro 2.6B Thinking,138,
mean_with_norm,-0.16081660985946655,2.1090197563171387,-1.1349181830883026,0.9741015732288361,Ouro 2.6B Thinking,138,
mean_without_norm,0.6937350630760193,2.5666794776916504,-0.9364722073078156,1.6302072703838348,Ouro 2.6B Thinking,138,
attention_with_norm,2.7674143314361572,-0.051130540668964386,1.4092724360525608,1.3581418953835964,Ouro 2.6B Thinking,139,
attention_without_norm,2.955570697784424,0.7222940921783447,1.1166383028030396,1.8389323949813843,Ouro 2.6B Thinking,139,
mean_with_norm,3.211794137954712,-0.09149947762489319,1.6516468077898026,1.5601473301649094,Ouro 2.6B Thinking,139,
mean_without_norm,3.3417208194732666,0.37088826298713684,1.4854162782430649,1.8563045412302017,Ouro 2.6B Thinking,139,
attention_with_norm,0.5002744197845459,1.5749931335449219,-0.537359356880188,1.0376337766647339,Ouro 2.6B Thinking,140,
attention_without_norm,1.2494465112686157,2.0656073093414307,-0.40808039903640747,1.6575269103050232,Ouro 2.6B Thinking,140,
mean_with_norm,0.8017844557762146,1.2162995338439941,-0.20725753903388977,1.0090419948101044,Ouro 2.6B Thinking,140,
mean_without_norm,1.4996501207351685,1.7989017963409424,-0.14962583780288696,1.6492759585380554,Ouro 2.6B Thinking,140,
attention_with_norm,0.9528079032897949,1.469179391860962,-0.2581857442855835,1.2109936475753784,Ouro 2.6B Thinking,141,
attention_without_norm,1.487565517425537,1.7890375852584839,-0.1507360339164734,1.6383015513420105,Ouro 2.6B Thinking,141,
mean_with_norm,1.9959557056427002,0.5007123947143555,0.7476216554641724,1.2483340501785278,Ouro 2.6B Thinking,141,
mean_without_norm,2.4378061294555664,1.0319643020629883,0.7029209136962891,1.7348852157592773,Ouro 2.6B Thinking,141,
attention_with_norm,1.915235996246338,0.24133242666721344,0.8369517847895622,1.0782842114567757,Ouro 2.6B Thinking,142,
attention_without_norm,2.2550063133239746,0.7939950823783875,0.7305056154727936,1.524500697851181,Ouro 2.6B Thinking,142,
mean_with_norm,1.0845978260040283,1.0638504028320312,0.010373711585998535,1.0742241144180298,Ouro 2.6B Thinking,142,
mean_without_norm,1.4513132572174072,1.4798483848571777,-0.014267563819885254,1.4655808210372925,Ouro 2.6B Thinking,142,
attention_with_norm,0.47328275442123413,2.3634068965911865,-0.9450620710849762,1.4183448255062103,Ouro 2.6B Thinking,143,
attention_without_norm,1.0759665966033936,2.7754476070404053,-0.8497405052185059,1.9257071018218994,Ouro 2.6B Thinking,143,
mean_with_norm,0.8244348168373108,1.945854902267456,-0.5607100427150726,1.3851448595523834,Ouro 2.6B Thinking,143,
mean_without_norm,1.2491633892059326,2.55649471282959,-0.6536656618118286,1.9028290510177612,Ouro 2.6B Thinking,143,
attention_with_norm,1.8432362079620361,0.4049667418003082,0.719134733080864,1.1241014748811722,Ouro 2.6B Thinking,144,
attention_without_norm,2.124300718307495,1.4718854427337646,0.32620763778686523,1.7980930805206299,Ouro 2.6B Thinking,144,
mean_with_norm,2.3544256687164307,-0.1093112900853157,1.2318684794008732,1.1225571893155575,Ouro 2.6B Thinking,144,
mean_without_norm,2.4521806240081787,1.0276694297790527,0.712255597114563,1.7399250268936157,Ouro 2.6B Thinking,144,
attention_with_norm,0.7451729774475098,1.3506534099578857,-0.302740216255188,1.0479131937026978,Ouro 2.6B Thinking,145,
attention_without_norm,1.6356810331344604,1.9258737564086914,-0.14509636163711548,1.780777394771576,Ouro 2.6B Thinking,145,
mean_with_norm,0.8066821694374084,0.6949048638343811,0.05588865280151367,0.7507935166358948,Ouro 2.6B Thinking,145,
mean_without_norm,1.4738539457321167,1.5618336200714111,-0.04398983716964722,1.517843782901764,Ouro 2.6B Thinking,145,
attention_with_norm,2.1366498470306396,1.0005851984024048,0.5680323243141174,1.5686175227165222,Ouro 2.6B Thinking,146,
attention_without_norm,1.7828269004821777,1.8005610704421997,-0.008867084980010986,1.7916939854621887,Ouro 2.6B Thinking,146,
mean_with_norm,1.679123044013977,1.1256506443023682,0.27673619985580444,1.4023868441581726,Ouro 2.6B Thinking,146,
mean_without_norm,1.8341039419174194,1.8991299867630005,-0.03251302242279053,1.86661696434021,Ouro 2.6B Thinking,146,
attention_with_norm,-0.6232573986053467,2.966289758682251,-1.7947735786437988,1.1715161800384521,Ouro 2.6B Thinking,147,
attention_without_norm,1.147590160369873,2.571223020553589,-0.7118164300918579,1.859406590461731,Ouro 2.6B Thinking,147,
mean_with_norm,-0.45736777782440186,2.1625795364379883,-1.309973657131195,0.8526058793067932,Ouro 2.6B Thinking,147,
mean_without_norm,1.26926589012146,2.2650349140167236,-0.49788451194763184,1.7671504020690918,Ouro 2.6B Thinking,147,
attention_with_norm,2.290492296218872,0.5502657294273376,0.8701132833957672,1.4203790128231049,Ouro 2.6B Thinking,148,
attention_without_norm,2.7615582942962646,1.1386833190917969,0.8114374876022339,1.9501208066940308,Ouro 2.6B Thinking,148,
mean_with_norm,0.9967215657234192,0.8297147750854492,0.08350339531898499,0.9132181704044342,Ouro 2.6B Thinking,148,
mean_without_norm,1.5161874294281006,1.3292829990386963,0.09345221519470215,1.4227352142333984,Ouro 2.6B Thinking,148,
attention_with_norm,1.9058361053466797,0.9952350854873657,0.455300509929657,1.4505355954170227,Ouro 2.6B Thinking,149,
attention_without_norm,2.3817365169525146,1.4375567436218262,0.47208988666534424,1.9096466302871704,Ouro 2.6B Thinking,149,
mean_with_norm,1.5036046504974365,0.9933717846870422,0.25511643290519714,1.2484882175922394,Ouro 2.6B Thinking,149,
mean_without_norm,2.1352243423461914,1.4169036149978638,0.3591603636741638,1.7760639786720276,Ouro 2.6B Thinking,149,
attention_with_norm,0.42884570360183716,2.3167412281036377,-0.9439477622509003,1.3727934658527374,Ouro 2.6B Thinking,150,
attention_without_norm,0.9333715438842773,2.5678131580352783,-0.8172208070755005,1.7505923509597778,Ouro 2.6B Thinking,150,
mean_with_norm,0.6372601389884949,1.8250069618225098,-0.5938734114170074,1.2311335504055023,Ouro 2.6B Thinking,150,
mean_without_norm,1.0304977893829346,2.065789222717285,-0.5176457166671753,1.5481435060501099,Ouro 2.6B Thinking,150,
attention_with_norm,2.1972835063934326,0.5228963494300842,0.8371935784816742,1.3600899279117584,Ouro 2.6B Thinking,151,
attention_without_norm,2.2893970012664795,1.4340271949768066,0.4276849031448364,1.861712098121643,Ouro 2.6B Thinking,151,
mean_with_norm,1.7621785402297974,0.6098563075065613,0.576161116361618,1.1860174238681793,Ouro 2.6B Thinking,151,
mean_without_norm,2.1452934741973877,1.539889931678772,0.30270177125930786,1.8425917029380798,Ouro 2.6B Thinking,151,
attention_with_norm,1.6230049133300781,0.4956754446029663,0.5636647343635559,1.0593401789665222,Ouro 2.6B Thinking,152,
attention_without_norm,2.107530355453491,1.396998643875122,0.35526585578918457,1.7522644996643066,Ouro 2.6B Thinking,152,
mean_with_norm,1.2270094156265259,0.8840979337692261,0.1714557409286499,1.055553674697876,Ouro 2.6B Thinking,152,
mean_without_norm,1.7848719358444214,1.7024319171905518,0.041220009326934814,1.7436519265174866,Ouro 2.6B Thinking,152,
attention_with_norm,1.4391744136810303,1.4722511768341064,-0.016538381576538086,1.4557127952575684,Ouro 2.6B Thinking,153,
attention_without_norm,1.780325174331665,2.0515966415405273,-0.13563573360443115,1.9159609079360962,Ouro 2.6B Thinking,153,
mean_with_norm,1.6500604152679443,0.14248357713222504,0.7537884190678596,0.8962719962000847,Ouro 2.6B Thinking,153,
mean_without_norm,2.118345022201538,1.0390204191207886,0.5396623015403748,1.5786827206611633,Ouro 2.6B Thinking,153,
attention_with_norm,1.0848782062530518,1.7097965478897095,-0.31245917081832886,1.3973373770713806,Ouro 2.6B Thinking,154,
attention_without_norm,1.9006953239440918,1.9400697946548462,-0.019687235355377197,1.920382559299469,Ouro 2.6B Thinking,154,
mean_with_norm,0.21342803537845612,1.5559024810791016,-0.6712372228503227,0.8846652582287788,Ouro 2.6B Thinking,154,
mean_without_norm,1.299507975578308,2.0792276859283447,-0.3898598551750183,1.6893678307533264,Ouro 2.6B Thinking,154,
attention_with_norm,-0.1591329723596573,2.7246129512786865,-1.441872961819172,1.2827399894595146,Ouro 2.6B Thinking,155,
attention_without_norm,0.5828045010566711,2.968942642211914,-1.1930690705776215,1.7758735716342926,Ouro 2.6B Thinking,155,
mean_with_norm,-0.2389661818742752,2.636892557144165,-1.4379293695092201,1.198963187634945,Ouro 2.6B Thinking,155,
mean_without_norm,0.5361064076423645,2.896590232849121,-1.1802419126033783,1.7163483202457428,Ouro 2.6B Thinking,155,
attention_with_norm,2.422553300857544,0.04437347501516342,1.1890899129211903,1.2334633879363537,Ouro 2.6B Thinking,156,
attention_without_norm,2.5808298587799072,0.6480359435081482,0.9663969576358795,1.6144329011440277,Ouro 2.6B Thinking,156,
mean_with_norm,1.8694162368774414,0.2714628279209137,0.7989767044782639,1.0704395323991776,Ouro 2.6B Thinking,156,
mean_without_norm,2.105494737625122,0.763785183429718,0.670854777097702,1.43463996052742,Ouro 2.6B Thinking,156,
attention_with_norm,1.751574993133545,0.4926087260246277,0.6294831335544586,1.1220918595790863,Ouro 2.6B Thinking,157,
attention_without_norm,2.1296091079711914,1.511993646621704,0.30880773067474365,1.8208013772964478,Ouro 2.6B Thinking,157,
mean_with_norm,0.5505623817443848,1.0656335353851318,-0.25753557682037354,0.8080979585647583,Ouro 2.6B Thinking,157,
mean_without_norm,1.5900864601135254,1.76255202293396,-0.08623278141021729,1.6763192415237427,Ouro 2.6B Thinking,157,
attention_with_norm,2.300832509994507,0.23436956107616425,1.0332314744591713,1.2676010355353355,Ouro 2.6B Thinking,158,
attention_without_norm,2.4063069820404053,1.306363821029663,0.5499715805053711,1.8563354015350342,Ouro 2.6B Thinking,158,
mean_with_norm,2.623471736907959,-0.07355265319347382,1.3485121950507164,1.2749595418572426,Ouro 2.6B Thinking,158,
mean_without_norm,2.7741682529449463,0.9145015478134155,0.9298333525657654,1.844334900379181,Ouro 2.6B Thinking,158,
attention_with_norm,2.391301393508911,0.0013863230124115944,1.1949575352482498,1.1963438582606614,Ouro 2.6B Thinking,159,
attention_without_norm,2.589724063873291,0.4474186599254608,1.071152701973915,1.518571361899376,Ouro 2.6B Thinking,159,
mean_with_norm,2.291849374771118,0.03190232068300247,1.1299735270440578,1.1618758477270603,Ouro 2.6B Thinking,159,
mean_without_norm,2.4291768074035645,0.33848023414611816,1.0453482866287231,1.3838285207748413,Ouro 2.6B Thinking,159,
attention_with_norm,2.1320109367370605,0.8136066794395447,0.6592021286487579,1.4728088080883026,Ouro 2.6B Thinking,160,
attention_without_norm,2.3945655822753906,1.6136677265167236,0.3904489278793335,2.004116654396057,Ouro 2.6B Thinking,160,
mean_with_norm,0.8764401078224182,1.6413246393203735,-0.38244226574897766,1.2588823735713959,Ouro 2.6B Thinking,160,
mean_without_norm,1.4215567111968994,2.319615125656128,-0.44902920722961426,1.8705859184265137,Ouro 2.6B Thinking,160,
attention_with_norm,0.9436914324760437,1.7036969661712646,-0.3800027668476105,1.3236941993236542,Ouro 2.6B Thinking,161,
attention_without_norm,1.1654503345489502,1.978560209274292,-0.4065549373626709,1.572005271911621,Ouro 2.6B Thinking,161,
mean_with_norm,1.3733242750167847,0.95787513256073,0.20772457122802734,1.1655997037887573,Ouro 2.6B Thinking,161,
mean_without_norm,1.5424610376358032,1.226882815361023,0.15778911113739014,1.384671926498413,Ouro 2.6B Thinking,161,
attention_with_norm,2.3747785091400146,0.6478930115699768,0.8634427487850189,1.5113357603549957,Ouro 2.6B Thinking,162,
attention_without_norm,2.364725351333618,1.5739818811416626,0.3953717350959778,1.9693536162376404,Ouro 2.6B Thinking,162,
mean_with_norm,2.40913987159729,0.5104253888130188,0.9493572413921356,1.4597826302051544,Ouro 2.6B Thinking,162,
mean_without_norm,2.7100446224212646,1.1438452005386353,0.7830997109413147,1.92694491147995,Ouro 2.6B Thinking,162,
attention_with_norm,0.589706301689148,1.9397227764129639,-0.675008237361908,1.264714539051056,Ouro 2.6B Thinking,163,
attention_without_norm,1.8291443586349487,1.9732643365859985,-0.0720599889755249,1.9012043476104736,Ouro 2.6B Thinking,163,
mean_with_norm,-0.027078691869974136,2.0823252201080322,-1.0547019559890032,1.027623264119029,Ouro 2.6B Thinking,163,
mean_without_norm,1.2959802150726318,2.216169595718384,-0.460094690322876,1.7560749053955078,Ouro 2.6B Thinking,163,
attention_with_norm,1.560450553894043,1.328459620475769,0.11599546670913696,1.444455087184906,Ouro 2.6B Thinking,164,
attention_without_norm,1.8150469064712524,1.7630679607391357,0.02598947286605835,1.789057433605194,Ouro 2.6B Thinking,164,
mean_with_norm,1.6214666366577148,1.0310091972351074,0.2952287197113037,1.3262379169464111,Ouro 2.6B Thinking,164,
mean_without_norm,1.9137012958526611,1.4782664775848389,0.21771740913391113,1.69598388671875,Ouro 2.6B Thinking,164,
attention_with_norm,1.2326152324676514,1.2230979204177856,0.004758656024932861,1.2278565764427185,Ouro 2.6B Thinking,165,
