variant,normal_score,flipped_score,antisym_score,symmetric_order_score,backbone,pair_index,dataset_index
mean_without_norm,3.4131970405578613,-0.21055378019809723,1.8118754103779793,1.601321630179882,Base Ouro 2.6B,87,3950
attention_with_norm,1.251747488975525,0.899050772190094,0.17634835839271545,1.0753991305828094,Base Ouro 2.6B,88,3965
attention_without_norm,1.939727544784546,1.5277595520019531,0.2059839963912964,1.7337435483932495,Base Ouro 2.6B,88,3965
mean_with_norm,0.7597375512123108,1.4245479106903076,-0.3324051797389984,1.0921427309513092,Base Ouro 2.6B,88,3965
mean_without_norm,1.4275164604187012,1.9750431776046753,-0.27376335859298706,1.7012798190116882,Base Ouro 2.6B,88,3965
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,89,4001
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,89,4001
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,89,4001
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,89,4001
attention_with_norm,2.2280120849609375,0.22472643852233887,1.0016428232192993,1.2263692617416382,Base Ouro 2.6B,90,4004
attention_without_norm,2.4291152954101562,0.6552354097366333,0.8869399428367615,1.5421753525733948,Base Ouro 2.6B,90,4004
mean_with_norm,1.872685194015503,0.3468632400035858,0.7629109770059586,1.1097742170095444,Base Ouro 2.6B,90,4004
mean_without_norm,2.0605337619781494,0.6793980598449707,0.6905678510665894,1.36996591091156,Base Ouro 2.6B,90,4004
attention_with_norm,1.1169731616973877,1.4303526878356934,-0.15668976306915283,1.2736629247665405,Base Ouro 2.6B,91,4019
attention_without_norm,1.9269778728485107,1.8006547689437866,0.06316155195236206,1.8638163208961487,Base Ouro 2.6B,91,4019
mean_with_norm,0.8495201468467712,1.3174717426300049,-0.23397579789161682,1.083495944738388,Base Ouro 2.6B,91,4019
mean_without_norm,1.837000846862793,1.713878870010376,0.061560988426208496,1.7754398584365845,Base Ouro 2.6B,91,4019
attention_with_norm,2.3067820072174072,0.5841159224510193,0.861333042383194,1.4454489648342133,Base Ouro 2.6B,92,4127
attention_without_norm,2.6924612522125244,1.3688207864761353,0.6618202328681946,2.03064101934433,Base Ouro 2.6B,92,4127
mean_with_norm,1.6402603387832642,0.6256715655326843,0.5072943866252899,1.1329659521579742,Base Ouro 2.6B,92,4127
mean_without_norm,1.9684680700302124,1.3614416122436523,0.30351322889328003,1.6649548411369324,Base Ouro 2.6B,92,4127
attention_with_norm,-0.7052543759346008,2.7157742977142334,-1.7105143368244171,1.0052599608898163,Base Ouro 2.6B,93,4193
attention_without_norm,-0.41949570178985596,2.8342435359954834,-1.6268696188926697,1.2073739171028137,Base Ouro 2.6B,93,4193
mean_with_norm,0.2863534092903137,1.7665326595306396,-0.740089625120163,1.0264430344104767,Base Ouro 2.6B,93,4193
mean_without_norm,0.4929967522621155,1.8928635120391846,-0.6999333798885345,1.19293013215065,Base Ouro 2.6B,93,4193
attention_with_norm,1.0516809225082397,1.2680108547210693,-0.1081649661064148,1.1598458886146545,Base Ouro 2.6B,94,4272
attention_without_norm,1.7634625434875488,1.7289338111877441,0.017264366149902344,1.7461981773376465,Base Ouro 2.6B,94,4272
mean_with_norm,1.356328010559082,1.1810548305511475,0.08763659000396729,1.2686914205551147,Base Ouro 2.6B,94,4272
mean_without_norm,1.951643705368042,1.6793222427368164,0.1361607313156128,1.8154829740524292,Base Ouro 2.6B,94,4272
attention_with_norm,2.3960773944854736,0.2887662947177887,1.0536555498838425,1.3424218446016312,Base Ouro 2.6B,95,4444
attention_without_norm,2.7252588272094727,0.9805404543876648,0.8723591864109039,1.8528996407985687,Base Ouro 2.6B,95,4444
mean_with_norm,2.281477451324463,0.2609025239944458,1.0102874636650085,1.2711899876594543,Base Ouro 2.6B,95,4444
mean_without_norm,2.585561752319336,0.7415555119514465,0.9220031201839447,1.6635586321353912,Base Ouro 2.6B,95,4444
attention_with_norm,0.8725389242172241,2.0846405029296875,-0.6060507893562317,1.4785897135734558,Base Ouro 2.6B,96,4477
attention_without_norm,1.6917009353637695,1.927384376525879,-0.11784172058105469,1.8095426559448242,Base Ouro 2.6B,96,4477
mean_with_norm,0.9013079404830933,1.789947748184204,-0.4443199038505554,1.3456278443336487,Base Ouro 2.6B,96,4477
mean_without_norm,1.700872778892517,2.0842702388763428,-0.19169872999191284,1.89257150888443,Base Ouro 2.6B,96,4477
attention_with_norm,2.9084653854370117,-0.17176896333694458,1.5401171743869781,1.3683482110500336,Base Ouro 2.6B,97,4512
attention_without_norm,3.093074083328247,0.7145304679870605,1.1892718076705933,1.9038022756576538,Base Ouro 2.6B,97,4512
mean_with_norm,1.856724739074707,0.4466332197189331,0.705045759677887,1.15167897939682,Base Ouro 2.6B,97,4512
mean_without_norm,2.207662582397461,1.090229868888855,0.558716356754303,1.648946225643158,Base Ouro 2.6B,97,4512
attention_with_norm,1.503636121749878,0.8493800163269043,0.3271280527114868,1.1765080690383911,Base Ouro 2.6B,98,4525
attention_without_norm,1.7956867218017578,1.2686116695404053,0.26353752613067627,1.5321491956710815,Base Ouro 2.6B,98,4525
mean_with_norm,1.0885586738586426,1.2521047592163086,-0.08177304267883301,1.1703317165374756,Base Ouro 2.6B,98,4525
mean_without_norm,1.4987775087356567,1.6081571578979492,-0.05468982458114624,1.553467333316803,Base Ouro 2.6B,98,4525
attention_with_norm,1.523956298828125,0.831128716468811,0.346413791179657,1.177542507648468,Base Ouro 2.6B,99,4547
attention_without_norm,1.7948875427246094,1.160839319229126,0.3170241117477417,1.4778634309768677,Base Ouro 2.6B,99,4547
mean_with_norm,1.019622802734375,1.0291640758514404,-0.004770636558532715,1.0243934392929077,Base Ouro 2.6B,99,4547
mean_without_norm,1.230974555015564,1.3897351026535034,-0.07938027381896973,1.3103548288345337,Base Ouro 2.6B,99,4547
attention_with_norm,0.6728774309158325,1.3835681676864624,-0.35534536838531494,1.0282227993011475,Base Ouro 2.6B,100,4595
attention_without_norm,1.2728880643844604,1.6855905055999756,-0.20635122060775757,1.479239284992218,Base Ouro 2.6B,100,4595
mean_with_norm,1.1111174821853638,0.6888010501861572,0.21115821599960327,0.8999592661857605,Base Ouro 2.6B,100,4595
mean_without_norm,1.4739912748336792,0.9601401090621948,0.2569255828857422,1.217065691947937,Base Ouro 2.6B,100,4595
attention_with_norm,1.0326120853424072,1.0382030010223389,-0.0027954578399658203,1.035407543182373,Base Ouro 2.6B,101,4677
attention_without_norm,1.656029224395752,1.7116587162017822,-0.027814745903015137,1.683843970298767,Base Ouro 2.6B,101,4677
mean_with_norm,0.538851261138916,1.5855296850204468,-0.5233392119407654,1.0621904730796814,Base Ouro 2.6B,101,4677
mean_without_norm,1.283153772354126,1.9240612983703613,-0.3204537630081177,1.6036075353622437,Base Ouro 2.6B,101,4677
attention_with_norm,1.2117507457733154,1.4831511974334717,-0.13570022583007812,1.3474509716033936,Base Ouro 2.6B,102,4715
attention_without_norm,1.683335304260254,1.8901034593582153,-0.10338407754898071,1.7867193818092346,Base Ouro 2.6B,102,4715
mean_with_norm,0.756546139717102,1.522510290145874,-0.382982075214386,1.139528214931488,Base Ouro 2.6B,102,4715
mean_without_norm,1.295570731163025,1.984716534614563,-0.34457290172576904,1.640143632888794,Base Ouro 2.6B,102,4715
attention_with_norm,2.2753331661224365,-0.04719778895378113,1.1612654775381088,1.1140676885843277,Base Ouro 2.6B,103,4724
attention_without_norm,2.7353355884552,0.641644299030304,1.0468456447124481,1.688489943742752,Base Ouro 2.6B,103,4724
mean_with_norm,2.173837184906006,0.3202013671398163,0.9268179088830948,1.247019276022911,Base Ouro 2.6B,103,4724
mean_without_norm,2.6362671852111816,0.8142631649971008,0.9110020101070404,1.7252651751041412,Base Ouro 2.6B,103,4724
attention_with_norm,1.9008383750915527,1.2339866161346436,0.3334258794784546,1.5674124956130981,Base Ouro 2.6B,104,4764
attention_without_norm,1.8984686136245728,1.8368291854858398,0.030819714069366455,1.8676488995552063,Base Ouro 2.6B,104,4764
mean_with_norm,2.0375006198883057,0.9245390295982361,0.5564807951450348,1.4810198247432709,Base Ouro 2.6B,104,4764
mean_without_norm,2.1556155681610107,1.744377613067627,0.2056189775466919,1.9499965906143188,Base Ouro 2.6B,104,4764
attention_with_norm,2.1247777938842773,0.7280851006507874,0.698346346616745,1.4264314472675323,Base Ouro 2.6B,105,4890
attention_without_norm,2.571117877960205,1.4185974597930908,0.5762602090835571,1.994857668876648,Base Ouro 2.6B,105,4890
mean_with_norm,1.6482365131378174,1.045331597328186,0.3014524579048157,1.3467840552330017,Base Ouro 2.6B,105,4890
mean_without_norm,2.1210031509399414,1.6002941131591797,0.26035451889038086,1.8606486320495605,Base Ouro 2.6B,105,4890
attention_with_norm,2.8753163814544678,-0.24534538388252258,1.5603308826684952,1.3149854987859726,Base Ouro 2.6B,106,4899
attention_without_norm,3.109044313430786,0.4031236469745636,1.3529603332281113,1.7560839802026749,Base Ouro 2.6B,106,4899
mean_with_norm,2.433236837387085,-0.5521473288536072,1.492692083120346,0.9405447542667389,Base Ouro 2.6B,106,4899
mean_without_norm,2.6425564289093018,-0.044135723263025284,1.3433460760861635,1.2992103528231382,Base Ouro 2.6B,106,4899
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,107,4919
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,107,4919
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,107,4919
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,107,4919
attention_with_norm,1.707955002784729,0.901454508304596,0.40325024724006653,1.3047047555446625,Base Ouro 2.6B,108,4962
attention_without_norm,2.073493480682373,1.1120539903640747,0.48071974515914917,1.5927737355232239,Base Ouro 2.6B,108,4962
mean_with_norm,1.6601479053497314,0.9462329745292664,0.35695746541023254,1.303190439939499,Base Ouro 2.6B,108,4962
mean_without_norm,2.004655122756958,1.223832130432129,0.39041149616241455,1.6142436265945435,Base Ouro 2.6B,108,4962
attention_with_norm,1.6049048900604248,0.6765705943107605,0.46416714787483215,1.1407377421855927,Base Ouro 2.6B,109,4968
attention_without_norm,1.9612996578216553,1.2201721668243408,0.3705637454986572,1.590735912322998,Base Ouro 2.6B,109,4968
mean_with_norm,1.1385903358459473,1.0682921409606934,0.03514909744262695,1.1034412384033203,Base Ouro 2.6B,109,4968
mean_without_norm,1.4251453876495361,1.4641609191894531,-0.019507765769958496,1.4446531534194946,Base Ouro 2.6B,109,4968
attention_with_norm,1.3743497133255005,1.7770135402679443,-0.20133191347122192,1.5756816267967224,Base Ouro 2.6B,110,4969
attention_without_norm,1.7857000827789307,1.915196418762207,-0.06474816799163818,1.8504482507705688,Base Ouro 2.6B,110,4969
mean_with_norm,1.8937163352966309,1.3014014959335327,0.2961574196815491,1.5975589156150818,Base Ouro 2.6B,110,4969
mean_without_norm,2.2228147983551025,1.474205493927002,0.3743046522140503,1.8485101461410522,Base Ouro 2.6B,110,4969
attention_with_norm,0.3692636489868164,1.7483420372009277,-0.6895391941070557,1.058802843093872,Base Ouro 2.6B,111,5023
attention_without_norm,1.3372489213943481,2.1666862964630127,-0.4147186875343323,1.7519676089286804,Base Ouro 2.6B,111,5023
mean_with_norm,0.11819137632846832,2.022465467453003,-0.9521370455622673,1.0703284218907356,Base Ouro 2.6B,111,5023
mean_without_norm,1.3073251247406006,2.2122786045074463,-0.45247673988342285,1.7598018646240234,Base Ouro 2.6B,111,5023
attention_with_norm,1.4005701541900635,1.1450951099395752,0.12773752212524414,1.2728326320648193,Base Ouro 2.6B,112,5121
attention_without_norm,1.6253167390823364,1.4398410320281982,0.09273785352706909,1.5325788855552673,Base Ouro 2.6B,112,5121
mean_with_norm,1.4380526542663574,0.925778329372406,0.2561371624469757,1.1819154918193817,Base Ouro 2.6B,112,5121
mean_without_norm,1.6620814800262451,1.1746509075164795,0.2437152862548828,1.4183661937713623,Base Ouro 2.6B,112,5121
attention_with_norm,1.3749103546142578,0.38551726937294006,0.4946965426206589,0.8802138119935989,Base Ouro 2.6B,113,5256
attention_without_norm,1.739511489868164,0.8175191283226013,0.46099618077278137,1.2785153090953827,Base Ouro 2.6B,113,5256
mean_with_norm,1.7235063314437866,-0.0014243526384234428,0.862465342041105,0.8610409894026816,Base Ouro 2.6B,113,5256
mean_without_norm,1.9503669738769531,0.37586989998817444,0.7872485369443893,1.1631184369325638,Base Ouro 2.6B,113,5256
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,114,5266
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,114,5266
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,114,5266
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,114,5266
attention_with_norm,2.2341580390930176,0.7149580121040344,0.7596000134944916,1.474558025598526,Base Ouro 2.6B,115,5314
attention_without_norm,2.5315914154052734,1.56185781955719,0.48486679792404175,2.0467246174812317,Base Ouro 2.6B,115,5314
mean_with_norm,1.9449026584625244,0.7618452906608582,0.5915286839008331,1.3533739745616913,Base Ouro 2.6B,115,5314
mean_without_norm,2.44663405418396,1.4739603996276855,0.4863368272781372,1.9602972269058228,Base Ouro 2.6B,115,5314
attention_with_norm,1.93215012550354,0.5352122783660889,0.6984689235687256,1.2336812019348145,Base Ouro 2.6B,116,5341
attention_without_norm,2.2031922340393066,0.8938540816307068,0.6546690762042999,1.5485231578350067,Base Ouro 2.6B,116,5341
mean_with_norm,0.9244301915168762,1.0048598051071167,-0.04021480679512024,0.9646449983119965,Base Ouro 2.6B,116,5341
mean_without_norm,1.2777022123336792,1.3116155862808228,-0.016956686973571777,1.294658899307251,Base Ouro 2.6B,116,5341
attention_with_norm,1.9974403381347656,0.3831111490726471,0.8071645945310593,1.1902757436037064,Base Ouro 2.6B,117,5415
attention_without_norm,2.422135591506958,1.0920097827911377,0.6650629043579102,1.7570726871490479,Base Ouro 2.6B,117,5415
mean_with_norm,1.8284682035446167,0.5847414135932922,0.6218633949756622,1.2066048085689545,Base Ouro 2.6B,117,5415
mean_without_norm,2.3156988620758057,1.2969963550567627,0.5093512535095215,1.8063476085662842,Base Ouro 2.6B,117,5415
attention_with_norm,-0.2912537157535553,1.7954909801483154,-1.0433723479509354,0.7521186321973801,Base Ouro 2.6B,118,5444
attention_without_norm,1.1533972024917603,2.2455153465270996,-0.5460590720176697,1.69945627450943,Base Ouro 2.6B,118,5444
mean_with_norm,0.05643682926893234,1.9746544361114502,-0.9591088034212589,1.0155456326901913,Base Ouro 2.6B,118,5444
mean_without_norm,1.088806390762329,2.4011282920837402,-0.6561609506607056,1.7449673414230347,Base Ouro 2.6B,118,5444
attention_with_norm,-0.11640042066574097,2.435540199279785,-1.275970309972763,1.159569889307022,Base Ouro 2.6B,119,5453
attention_without_norm,0.13572363555431366,2.679931879043579,-1.2721041217446327,1.4078277572989464,Base Ouro 2.6B,119,5453
mean_with_norm,-0.12039096653461456,1.9137904644012451,-1.0170907154679298,0.8966997489333153,Base Ouro 2.6B,119,5453
mean_without_norm,0.17264218628406525,2.1583609580993652,-0.99285938590765,1.1655015721917152,Base Ouro 2.6B,119,5453
attention_with_norm,0.6386523842811584,2.232276678085327,-0.7968121469020844,1.4354645311832428,Base Ouro 2.6B,120,5481
attention_without_norm,0.9645479917526245,2.542579412460327,-0.7890157103538513,1.7535637021064758,Base Ouro 2.6B,120,5481
mean_with_norm,1.0541958808898926,1.687402606010437,-0.3166033625602722,1.3707992434501648,Base Ouro 2.6B,120,5481
mean_without_norm,1.4115341901779175,2.1161229610443115,-0.352294385433197,1.7638285756111145,Base Ouro 2.6B,120,5481
attention_with_norm,1.5490226745605469,1.018939733505249,0.2650414705276489,1.283981204032898,Base Ouro 2.6B,121,5508
attention_without_norm,1.7067232131958008,1.3658595085144043,0.17043185234069824,1.5362913608551025,Base Ouro 2.6B,121,5508
mean_with_norm,1.725303053855896,0.5326153039932251,0.5963438749313354,1.1289591789245605,Base Ouro 2.6B,121,5508
mean_without_norm,1.933389663696289,0.9474626779556274,0.4929634928703308,1.4404261708259583,Base Ouro 2.6B,121,5508
attention_with_norm,2.4420368671417236,0.12167899310588837,1.1601789370179176,1.281857930123806,Base Ouro 2.6B,122,5514
attention_without_norm,2.6172733306884766,0.7264203429222107,0.9454264938831329,1.6718468368053436,Base Ouro 2.6B,122,5514
mean_with_norm,1.857059121131897,0.6056759357452393,0.6256915926933289,1.2313675284385681,Base Ouro 2.6B,122,5514
mean_without_norm,2.0820367336273193,1.0070112943649292,0.5375127196311951,1.5445240139961243,Base Ouro 2.6B,122,5514
attention_with_norm,0.9460038542747498,0.9747955203056335,-0.014395833015441895,0.9603996872901917,Base Ouro 2.6B,123,5548
attention_without_norm,1.387175440788269,1.3229539394378662,0.032110750675201416,1.3550646901130676,Base Ouro 2.6B,123,5548
mean_with_norm,0.9021664261817932,0.6473278403282166,0.12741929292678833,0.7747471332550049,Base Ouro 2.6B,123,5548
mean_without_norm,1.259290099143982,1.024449348449707,0.11742037534713745,1.1418697237968445,Base Ouro 2.6B,123,5548
attention_with_norm,2.2155935764312744,0.29531919956207275,0.9601371884346008,1.2554563879966736,Base Ouro 2.6B,124,5577
attention_without_norm,2.569509506225586,0.6890866160392761,0.9402114450931549,1.629298061132431,Base Ouro 2.6B,124,5577
mean_with_norm,2.0619938373565674,0.10652685165405273,0.9777334928512573,1.08426034450531,Base Ouro 2.6B,124,5577
mean_without_norm,2.332904577255249,0.4139282703399658,0.9594881534576416,1.3734164237976074,Base Ouro 2.6B,124,5577
attention_with_norm,0.8264729380607605,1.9855703115463257,-0.5795486867427826,1.406021624803543,Base Ouro 2.6B,125,5591
attention_without_norm,1.4216433763504028,2.2744882106781006,-0.4264224171638489,1.8480657935142517,Base Ouro 2.6B,125,5591
mean_with_norm,0.29401615262031555,1.8452117443084717,-0.7755977958440781,1.0696139484643936,Base Ouro 2.6B,125,5591
mean_without_norm,0.7495608925819397,2.2040228843688965,-0.7272309958934784,1.476791888475418,Base Ouro 2.6B,125,5591
attention_with_norm,2.4441518783569336,0.26347702741622925,1.0903374254703522,1.3538144528865814,Base Ouro 2.6B,126,5624
attention_without_norm,2.5819170475006104,0.6486234664916992,0.9666467905044556,1.6152702569961548,Base Ouro 2.6B,126,5624
mean_with_norm,2.198695421218872,0.4471520483493805,0.8757716864347458,1.3229237347841263,Base Ouro 2.6B,126,5624
mean_without_norm,2.3058078289031982,0.6257543563842773,0.8400267362594604,1.4657810926437378,Base Ouro 2.6B,126,5624
attention_with_norm,1.0888363122940063,1.327272891998291,-0.11921828985214233,1.2080546021461487,Base Ouro 2.6B,127,5714
attention_without_norm,1.6888747215270996,1.9333734512329102,-0.12224936485290527,1.8111240863800049,Base Ouro 2.6B,127,5714
mean_with_norm,1.5458645820617676,0.043873436748981476,0.750995572656393,0.7948690094053745,Base Ouro 2.6B,127,5714
mean_without_norm,1.9683771133422852,0.9840067625045776,0.49218517541885376,1.4761919379234314,Base Ouro 2.6B,127,5714
attention_with_norm,0.491347998380661,2.0327036380767822,-0.7706778198480606,1.2620258182287216,Base Ouro 2.6B,128,5772
attention_without_norm,1.2584770917892456,2.4040114879608154,-0.5727671980857849,1.8312442898750305,Base Ouro 2.6B,128,5772
mean_with_norm,1.0296992063522339,1.361517071723938,-0.16590893268585205,1.195608139038086,Base Ouro 2.6B,128,5772
mean_without_norm,1.6660938262939453,1.841170072555542,-0.08753812313079834,1.7536319494247437,Base Ouro 2.6B,128,5772
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,129,5923
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,129,5923
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,129,5923
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Base Ouro 2.6B,129,5923
attention_with_norm,2.4174211025238037,-0.09638771414756775,1.2569044083356857,1.160516694188118,Base Ouro 2.6B,130,5938
attention_without_norm,2.612534761428833,0.9597836136817932,0.8263755738735199,1.786159187555313,Base Ouro 2.6B,130,5938
mean_with_norm,1.8897342681884766,0.3886265158653259,0.7505538761615753,1.1391803920269012,Base Ouro 2.6B,130,5938
mean_without_norm,2.1820147037506104,1.241581916809082,0.47021639347076416,1.7117983102798462,Base Ouro 2.6B,130,5938
attention_with_norm,0.704163134098053,1.4848973751068115,-0.3903671205043793,1.0945302546024323,Base Ouro 2.6B,131,5965
attention_without_norm,1.752577543258667,1.809509515762329,-0.028465986251831055,1.781043529510498,Base Ouro 2.6B,131,5965
mean_with_norm,0.8225860595703125,1.2919983863830566,-0.23470616340637207,1.0572922229766846,Base Ouro 2.6B,131,5965
mean_without_norm,1.7136062383651733,1.8461554050445557,-0.06627458333969116,1.7798808217048645,Base Ouro 2.6B,131,5965
attention_with_norm,1.9502687454223633,0.5932785868644714,0.6784950792789459,1.2717736661434174,Base Ouro 2.6B,132,5991
attention_without_norm,2.391348123550415,1.0185048580169678,0.6864216327667236,1.7049264907836914,Base Ouro 2.6B,132,5991
mean_with_norm,1.4460437297821045,0.5856621861457825,0.430190771818161,1.0158529579639435,Base Ouro 2.6B,132,5991
mean_without_norm,1.8012274503707886,0.9897961020469666,0.405715674161911,1.3955117762088776,Base Ouro 2.6B,132,5991
attention_with_norm,2.2538020610809326,0.10683513432741165,1.0734834633767605,1.1803185977041721,Base Ouro 2.6B,133,6061
attention_without_norm,2.52811336517334,0.5374674201011658,0.995322972536087,1.5327903926372528,Base Ouro 2.6B,133,6061
mean_with_norm,1.8005256652832031,0.7214547395706177,0.5395354628562927,1.2609902024269104,Base Ouro 2.6B,133,6061
mean_without_norm,2.0240252017974854,0.9622681140899658,0.5308785438537598,1.4931466579437256,Base Ouro 2.6B,133,6061
attention_with_norm,2.0691845417022705,0.2678235173225403,0.9006805121898651,1.1685040295124054,Base Ouro 2.6B,134,6099
attention_without_norm,2.3950226306915283,1.4136117696762085,0.4907054305076599,1.9043172001838684,Base Ouro 2.6B,134,6099
mean_with_norm,1.856374979019165,0.3354191482067108,0.7604779154062271,1.095897063612938,Base Ouro 2.6B,134,6099
mean_without_norm,2.2527971267700195,1.1450825929641724,0.5538572669029236,1.698939859867096,Base Ouro 2.6B,134,6099
attention_with_norm,1.445801019668579,0.6959357857704163,0.3749326169490814,1.0708684027194977,Base Ouro 2.6B,135,6101
attention_without_norm,2.2063815593719482,1.4391839504241943,0.38359880447387695,1.8227827548980713,Base Ouro 2.6B,135,6101
mean_with_norm,1.3059484958648682,1.0441653728485107,0.1308915615081787,1.1750569343566895,Base Ouro 2.6B,135,6101
mean_without_norm,2.097541570663452,1.6435058116912842,0.22701787948608398,1.8705236911773682,Base Ouro 2.6B,135,6101
attention_with_norm,1.5298194885253906,0.48437681794166565,0.5227213352918625,1.0070981532335281,Base Ouro 2.6B,136,6113
attention_without_norm,1.951434850692749,1.6158699989318848,0.16778242588043213,1.783652424812317,Base Ouro 2.6B,136,6113
mean_with_norm,0.6083646416664124,1.1110857725143433,-0.25136056542396545,0.8597252070903778,Base Ouro 2.6B,136,6113
mean_without_norm,1.57723867893219,1.803170919418335,-0.11296612024307251,1.6902047991752625,Base Ouro 2.6B,136,6113
attention_with_norm,2.9755971431732178,0.030972875654697418,1.4723121337592602,1.5032850094139576,Base Ouro 2.6B,137,6247
attention_without_norm,2.5042107105255127,1.3899261951446533,0.5571422576904297,1.947068452835083,Base Ouro 2.6B,137,6247
mean_with_norm,2.5232484340667725,0.29392561316490173,1.1146614104509354,1.408587023615837,Base Ouro 2.6B,137,6247
mean_without_norm,2.540696859359741,1.3445767164230347,0.5980600714683533,1.942636787891388,Base Ouro 2.6B,137,6247
attention_with_norm,0.34153854846954346,1.9009369611740112,-0.7796992063522339,1.1212377548217773,Base Ouro 2.6B,138,6258
attention_without_norm,1.3576877117156982,2.3745367527008057,-0.5084245204925537,1.866112232208252,Base Ouro 2.6B,138,6258
mean_with_norm,-0.010599314235150814,1.9805338382720947,-0.9955665762536228,0.984967262018472,Base Ouro 2.6B,138,6258
mean_without_norm,0.7562511563301086,2.417888641357422,-0.8308187425136566,1.5870698988437653,Base Ouro 2.6B,138,6258
attention_with_norm,2.7793941497802734,0.07647041231393814,1.3514618687331676,1.4279322810471058,Base Ouro 2.6B,139,6334
attention_without_norm,2.991676092147827,0.705824077129364,1.1429260075092316,1.8487500846385956,Base Ouro 2.6B,139,6334
mean_with_norm,3.025520086288452,0.1542208343744278,1.4356496259570122,1.58987046033144,Base Ouro 2.6B,139,6334
mean_without_norm,3.1764755249023438,0.5595796704292297,1.308447927236557,1.8680275976657867,Base Ouro 2.6B,139,6334
attention_with_norm,0.6779040098190308,1.1317999362945557,-0.22694796323776245,0.9048519730567932,Base Ouro 2.6B,140,6353
attention_without_norm,1.3595330715179443,1.7589020729064941,-0.1996845006942749,1.5592175722122192,Base Ouro 2.6B,140,6353
mean_with_norm,1.0252143144607544,0.9844966530799866,0.02035883069038391,1.0048554837703705,Base Ouro 2.6B,140,6353
mean_without_norm,1.6028659343719482,1.645331621170044,-0.02123284339904785,1.624098777770996,Base Ouro 2.6B,140,6353
attention_with_norm,0.9671381115913391,1.5514763593673706,-0.29216912388801575,1.2593072354793549,Base Ouro 2.6B,141,6375
attention_without_norm,1.4145350456237793,1.8820984363555908,-0.23378169536590576,1.648316740989685,Base Ouro 2.6B,141,6375
mean_with_norm,1.9058613777160645,0.6503698825836182,0.6277457475662231,1.2781156301498413,Base Ouro 2.6B,141,6375
mean_without_norm,2.3290271759033203,1.1467792987823486,0.5911239385604858,1.7379032373428345,Base Ouro 2.6B,141,6375
attention_with_norm,1.433286428451538,0.667232871055603,0.38302677869796753,1.0502596497535706,Base Ouro 2.6B,142,6513
attention_without_norm,1.7532038688659668,1.1280577182769775,0.31257307529449463,1.4406307935714722,Base Ouro 2.6B,142,6513
mean_with_norm,1.0516828298568726,1.0648932456970215,-0.006605207920074463,1.058288037776947,Base Ouro 2.6B,142,6513
mean_without_norm,1.3841087818145752,1.4458224773406982,-0.030856847763061523,1.4149656295776367,Base Ouro 2.6B,142,6513
attention_with_norm,0.5165178775787354,2.2963032722473145,-0.8898926973342896,1.406410574913025,Base Ouro 2.6B,143,6518
attention_without_norm,1.1066176891326904,2.7798564434051514,-0.8366193771362305,1.943237066268921,Base Ouro 2.6B,143,6518
mean_with_norm,0.6049683690071106,2.196650266647339,-0.7958409488201141,1.4008093178272247,Base Ouro 2.6B,143,6518
mean_without_norm,1.0957881212234497,2.731384515762329,-0.8177981972694397,1.9135863184928894,Base Ouro 2.6B,143,6518
attention_with_norm,1.8641211986541748,0.35082611441612244,0.7566475421190262,1.1074736565351486,Base Ouro 2.6B,144,6592
attention_without_norm,2.152214527130127,1.5118448734283447,0.3201848268508911,1.8320297002792358,Base Ouro 2.6B,144,6592
mean_with_norm,2.299574851989746,0.14109724760055542,1.0792388021945953,1.2203360497951508,Base Ouro 2.6B,144,6592
mean_without_norm,2.3949759006500244,1.1622834205627441,0.6163462400436401,1.7786296606063843,Base Ouro 2.6B,144,6592
attention_with_norm,0.7962847352027893,1.087712049484253,-0.1457136571407318,0.9419983923435211,Base Ouro 2.6B,145,6609
attention_without_norm,1.621605634689331,1.7622883319854736,-0.07034134864807129,1.6919469833374023,Base Ouro 2.6B,145,6609
